placebo_type,n_repeats,real_mcc,placebo_mean_mcc,placebo_std_mcc,z_score,p_value_ge,zone_filter,aggregation,thr_select_mode,thr_selected_on_val
random_location,105,0.38586041963298984,0.0352450768634481,0.12237584204454044,2.865069910114001,0.009433962264150943,land,day_mean,fixed,0.5
