placebo_type,n_repeats,real_mcc,placebo_mean_mcc,placebo_std_mcc,z_score,p_value_ge,zone_filter,aggregation,thr_select_mode,thr_selected_on_val
random_location,400,0.38586041963298984,0.035668082676655125,0.12511449794955565,2.798974880550839,0.0024937655860349127,land,day_mean,fixed,0.5
