subset,model,use_weights,selection_mode,thr_select_mode,thr_select_objective,weather_select_mode,baseline_fpr_target_val,thr_pred_selected_on_val,conditioned_fpr_target_val,wind_thresh_mps,precip_thresh_mm_day,n_total,n_unmasked,n_masked,fpr_before,fpr_before_ci_low,fpr_before_ci_high,mcc_before,fpr_after,fpr_after_ci_low,fpr_after_ci_high,mcc_after
zone_a_test,hist_gradient_boosting,False,fixed_weather,conditioned_fpr_target,mcc,fixed,,0.4729999899864197,0.1,10.0,5.0,93035,68936,24099,0.040636646801461986,0.03902609539381918,0.042310736977375696,0.08852743082894178,0.026178858861021587,0.024883397809521507,0.027539858470351883,0.07100259444442164
