subset,model,use_weights,selection_mode,thr_select_mode,thr_select_objective,weather_select_mode,baseline_fpr_target_val,thr_pred_selected_on_val,conditioned_fpr_target_val,wind_thresh_mps,precip_thresh_mm_day,n_total,n_unmasked,n_masked,fpr_before,fpr_before_ci_low,fpr_before_ci_high,mcc_before,fpr_after,fpr_after_ci_low,fpr_after_ci_high,mcc_after
zone_a_test,hist_gradient_boosting,False,fixed_weather,conditioned_fpr_target,tp,fixed,,0.4390000104904175,0.1,10.0,5.0,93035,68936,24099,0.09063574656560018,0.08827638169796477,0.09305173436638044,0.1152028465945415,0.06310653391188491,0.06111439624808418,0.06515910232730643,0.08894850671271241
