subset,wind_thresh_mps,precip_thresh_mm_day,n_total,n_unmasked,n_masked,fpr_before,fpr_after,mcc_before,mcc_after
zone_a_test,10.0,5.0,93035,68936,24099,0.0906357465656001,0.0631065339118849,0.1152028465945415,0.0889485067127124
