replicate_id,mcc
0,-0.011642812788591604
1,0.038378212707611936
2,-0.036924881161929074
3,0.037042988246237855
4,0.01799242394461497
5,0.005775780639704085
6,-0.005442929881534292
7,-0.03290105114544164
8,0.012840690717789632
9,0.02367789212879377
10,0.013632286148397722
11,-0.0081565889223378
12,0.010807712208541077
13,0.033419743610604256
14,0.00962814059503487
15,-0.025273534039665757
16,-0.021433792701891264
17,0.030902789070019428
18,0.02944468507928217
19,0.008645401838368318
20,0.001982317755406359
21,0.017699693532757393
22,-0.05329317117329332
23,-0.03964409228296617
24,0.008832795457299914
25,-0.019276428289260305
26,0.03166744406710495
27,-0.010775344553765559
28,-0.012741088058221325
29,-0.00445340306385048
30,-0.0091970899537228
31,-0.04436252823218531
32,0.05499689468316652
33,0.03704800125471292
34,0.03201160526581542
35,0.021922968010948247
36,0.0057325898553529575
37,-0.042231019184475575
38,-0.0005787941403264465
39,-0.03245245160952144
40,0.01606598579165387
41,-0.009744616739760495
42,0.004294985615771809
43,-0.01930141955121761
44,-0.019481203259321095
45,0.003961387481289074
46,-0.001837050723571965
47,-0.017681623581928072
48,-0.025963594399826064
49,0.011368284292322553
50,-0.014998022375952878
51,0.0038263985623774163
52,0.010329847918461334
53,0.022594941119251043
54,-0.021957435599010162
55,-0.0033887346123634044
56,-0.032737531362661304
57,0.04254185891391368
58,0.005555553040722302
59,-0.004852392342618252
60,0.03904736878275496
61,-0.0007625384371663093
62,0.031710899302294565
63,0.02334608319713118
64,-0.012997296129529481
65,0.03864856995930282
66,0.017802136871297575
67,0.025374253650338893
68,-0.010964213501131009
69,0.065505902402446
70,0.031753220430788084
71,0.021517414062712136
72,-0.05980210265133979
73,-0.020694383982441004
74,-0.01013068699650817
75,0.042017289452761834
76,0.0007348113942876454
77,-0.008307035270228412
78,0.020681531151821655
79,0.04438533663305434
80,0.040892800350651654
81,0.01629835618016484
82,0.009805734862429588
83,0.021939226992014862
84,0.014317271502134958
85,-0.0054934932835670235
86,0.02666265337358706
87,0.007879544834781564
88,-0.030828787431142268
89,0.041186653713292824
90,0.0319564261968664
91,-0.01084369652093271
92,0.05113826147377795
93,0.009971398888368586
94,0.05633704844993631
95,-0.034520366815231414
96,-0.03323895981439198
97,-0.029149171567821784
98,0.013873323991340676
99,0.0008834134812923628
