replicate_id,n_samples,mcc
0,275,0.03173771533242248
1,273,0.0851869119018064
2,273,0.035241048653866604
3,277,0.026953633340472807
4,307,-0.06847939852471008
5,245,-0.13096501273056507
6,274,0.07210516056217516
7,240,0.18222222222222223
8,212,0.5005047956863655
9,308,-0.09068653629245585
10,269,-0.1541865181477053
11,216,0.1608214456603183
12,307,-0.10969071872323113
13,309,-0.08107316631064676
14,244,-0.05666637960890986
15,306,0.002523638441802104
16,278,0.08517604209680837
17,243,-0.07876579892062731
18,274,0.06310780797276429
19,277,0.025051354624139124
20,306,-0.032503601812712744
21,241,-0.1243650615294443
22,273,-0.18291083790891977
23,243,-0.39801839024600305
24,304,-0.026114073943365217
25,277,-0.22339135904556054
26,277,0.052969092516507846
27,307,-0.06192436659369842
28,307,-0.02764906088156896
29,244,-0.23765689368653523
30,242,-0.10206813631019691
31,273,0.015368955789107843
32,305,-0.017982076716535667
33,306,-0.046512196396783306
34,274,-0.11467429758992241
35,309,-0.06788629041272791
36,277,0.05118344496877995
37,273,0.047938787407716905
38,306,-0.06470811000258635
39,310,-0.025871684190211096
40,252,-0.3518716606230388
41,306,-0.07194121667805878
42,277,-0.18263757115749527
43,272,0.02352187680701925
44,277,-0.08047513892627343
45,211,0.03716799040577645
46,281,-0.049229159194776724
47,276,0.08528614697911685
48,276,-0.17632252441944618
49,248,-0.019514957270254072
50,308,-0.09911993351547514
51,303,-0.08252004182642035
52,308,-0.025976216673306553
53,214,0.04187161047320219
54,305,-0.12256457608999147
55,275,-0.08883190461593896
56,307,0.0034812142580083237
57,242,-0.13737068893038182
58,306,0.00288763646660734
59,307,-0.08118551822056319
60,242,-0.08218397991243251
61,218,-0.3929198314676547
62,277,-0.2329288734956121
63,276,-0.0842134941034147
64,309,-0.10054932825888532
65,310,-0.06451747176156365
66,245,0.2006781514390977
67,308,-0.08757634680194215
68,245,0.15897985537843434
69,305,-0.06680677988823705
70,306,-0.032194740207106734
71,276,0.12555075903923205
72,306,-0.07804506448040333
73,305,-0.10469897376769426
74,213,0.0037941130378602163
75,305,-0.0415061924318028
76,273,-0.05174181874456392
77,307,-0.0743746711404018
78,244,-0.12383234163098737
79,304,-0.08530012501475728
80,272,0.08488492654080493
81,243,0.2111135950949806
82,243,-0.15670865862049851
83,243,0.19292091177611692
84,306,-0.007514819455433263
85,279,-0.17968788453609388
86,305,0.003934447376823169
87,237,0.17733675626658088
88,294,-0.1584147700635068
89,302,-0.013565382467712795
90,276,-0.3027767357391207
91,307,-0.09601524252344365
92,273,0.05485207105404682
93,304,-0.034879808089481296
94,249,-0.11170522253998467
95,310,-0.012981540392700207
96,274,0.014611196519044294
97,245,0.17580493726513688
98,240,0.18212920692712234
99,309,-0.04843660266234567
100,214,-0.41717512835654313
101,221,0.07140147598774119
102,275,0.0414826849730824
103,300,-0.10322058954755539
104,275,-0.024969123328597534
105,307,0.08324591538206622
106,246,-0.22418389457056281
107,247,0.3073094563363853
108,290,-0.143820875649482
109,230,-0.22000810694186854
110,305,-0.14267762000214593
111,304,-0.05277284810065814
112,241,-0.12204642429583407
113,275,0.039930471066394975
114,308,-0.025157077351695402
115,276,0.09347630136884376
116,275,0.026470172602667208
117,275,0.04810882854194956
118,246,-0.2092798551618201
119,305,-0.049027343998669606
120,305,-0.07544807177397235
121,244,-0.12207831517335652
122,277,-0.22319276726140194
123,246,0.20337911159922412
124,214,0.027224815929855057
125,269,-0.13797841900404778
126,248,-0.4135715472562895
127,278,-0.2037582381914964
128,306,-0.10325202569555011
129,245,-0.16172846207170483
130,211,0.045973938904297185
131,228,0.014390907681760264
132,299,-0.017103970406152517
133,263,-0.03401859112680809
134,281,-0.16897959867878762
135,275,-0.1085129906620301
136,305,-0.11477338359392525
137,305,0.03474274200829198
138,278,-0.22567499103556318
139,278,0.07664172742245438
140,254,-0.05469613616027863
141,308,0.03421924004376351
142,246,-0.39259301951560444
143,214,0.04187161047320219
144,276,0.052617183242574285
145,308,-0.032239696521647015
146,241,-0.14810745125583313
147,275,-0.0769997125604726
148,308,0.0165673941744181
149,246,-0.23302814823424292
150,272,-0.03002007212582924
151,274,0.07193968174983759
152,245,-0.11463004371076334
153,273,0.022835926079264646
154,306,-0.02801659073402629
155,245,-0.09021025889844836
156,308,-0.05811348923501678
157,214,0.3974572653295662
158,274,-0.21277381636797926
159,245,-0.09374284514215456
160,306,0.07141810150816724
161,296,-0.1305491446676134
162,243,-0.10311770219790188
163,210,0.027184254070568726
164,305,0.02457471628648998
165,298,-0.11280445376217915
166,276,-0.00021338201289747757
167,244,0.0772745395018825
168,309,0.04662515777384261
169,272,-0.01962155671804117
170,244,0.17895169164030644
171,307,-0.04122986009576288
172,308,-0.09097816785925636
173,305,-0.09574863432449436
174,278,-0.04491347249068618
175,277,-0.22177262396216849
176,240,-0.08737819736059498
177,277,-0.2031595154014882
178,307,-0.12047886279768641
179,308,0.0
180,305,-0.09518279886838323
181,306,0.01770094245947292
182,278,-0.1893156488182375
183,309,-0.1132802681189778
184,302,-0.04671586717233648
185,238,0.1834401266576932
186,276,-0.3626937168967072
187,308,-0.04523685166388168
188,270,0.05241534631303797
189,270,0.07031236710942249
190,214,-0.41717512835654313
191,306,-0.06594566283005987
192,245,0.18584844328631872
193,310,-0.06451747176156365
194,307,0.011242839980808739
195,271,0.022417404466438962
196,247,-0.3814772153331396
197,274,-0.022898068839524898
198,302,-0.05486716753682552
199,246,-0.15189777368144158
200,306,-0.04499731212625292
201,295,-0.12913346218568705
202,244,-0.2906154323410481
203,244,-0.16749564731017003
204,243,-0.12510694725613064
205,306,-0.01442416795254825
206,305,-0.09165673536032251
207,246,-0.11091425414640574
208,278,-0.26617532631090324
209,274,0.05318343007226115
210,245,-0.1417891621304132
211,245,-0.13620320967531985
212,270,0.05575705929858339
213,244,-0.04176021271550077
214,276,0.09076427731281005
215,244,0.2105880483740184
216,276,-0.0211301725661289
217,243,0.17465244408986752
218,293,-0.06839966628150723
219,274,-0.11830318049562048
220,276,0.12804619588405727
221,304,-0.11838289399645067
222,277,0.028327275840469054
223,277,-0.29529700271297954
224,305,-0.05569024146706273
225,278,-0.23150587399547207
226,215,0.029892789365008828
227,275,0.05532433041633857
228,276,-0.013415750783092607
229,252,-0.06032493468177899
230,305,-0.08063981985151764
231,241,0.1954724206374539
232,309,-0.06140428695509845
233,270,0.1341640786499874
234,308,-0.1168929750298795
235,274,-0.12026521613505246
236,306,-0.03323636124470986
237,244,-0.12207831517335652
238,214,-0.07038323979498341
239,275,0.020884452700381206
240,275,0.05148978243294251
241,275,0.06404264064237963
242,212,0.18859544715096954
243,246,-0.07826927015722876
244,307,-0.022240215831140782
245,212,0.06193212926867381
246,277,0.04229680052507848
247,276,-0.012300191364714034
248,243,-0.09633539195195533
249,276,0.1108180586363668
250,245,-0.09749363498622726
251,248,-0.09119000063768855
252,267,-0.27090978049116393
253,308,0.012863228220657233
254,309,-0.03634969893769745
255,243,-0.12113842154980388
256,245,0.003165087578665475
257,276,-0.10314812106143566
258,275,0.04333063672604542
259,304,-0.0329848711817978
260,224,0.08944839026914413
261,305,0.04915072032065265
262,300,-0.026539231359780778
263,270,0.1730834857913555
264,303,0.010076782948563814
265,303,-0.039661784555243024
266,306,-0.019111552635469892
267,244,0.14527167174597297
268,306,0.02735366466207394
269,278,-0.2264504316158767
270,275,0.0032776656932299838
271,307,0.04319309118671254
272,307,-0.10772698734292421
273,308,-0.09080173888221318
274,247,-0.03012804476436149
275,245,-0.008683052863106444
276,210,-0.234494910664172
277,308,-0.0051174385771940115
278,274,-0.12955493666484005
279,275,0.14380682133711895
280,241,0.10991275052140688
281,271,0.08760880632561614
282,309,-0.06163837601875906
284,307,-0.003609955619845152
285,304,-0.0067545629332771435
286,272,0.03833194738921655
287,273,-0.03248804017734943
288,277,0.1731827984151771
289,308,-0.046261173589111554
290,305,-0.017258584264547933
291,244,-0.09275187831776348
292,277,0.002597167479620624
293,279,-0.09076024212670898
294,296,-0.07761578024299873
295,262,-0.10550493970204702
296,246,0.15928189402882134
297,274,-0.1880049616808787
298,247,-0.13530835597117302
299,306,-0.07970058135278651
300,246,-0.06677118016764104
301,278,0.06748700765834496
302,309,-0.029015902900395598
303,302,-0.026234398806580145
304,243,-0.130952679505193
305,243,0.007377156199615431
306,308,-0.02542681869403808
307,304,0.05977414173823218
308,239,0.20139756299871553
309,277,-0.037495571199959846
310,306,-0.04889846993592801
311,274,-0.14364077034220646
312,270,0.06392304669195056
313,310,-0.03871692996897505
314,273,0.16129314654463706
315,308,-0.07794837629539571
316,307,-0.05511283231446457
317,244,0.17318997409707373
319,213,-0.07587698473612976
320,270,-0.18532829061493342
321,275,-0.156293049544354
322,279,-0.23588923199086217
323,243,0.2528895670482304
324,216,-0.37018903091088323
325,304,-0.030477796154409476
326,275,-0.06628117003399449
327,274,0.04942684138305663
328,272,0.12387542101165867
329,243,0.22065859917824263
330,277,-0.009344398878036071
331,245,0.22231299927539455
332,214,-0.24222063157812523
333,256,-0.03956877274748078
334,304,-0.03237717255330311
335,244,0.23867129183552174
336,274,0.004017182751205286
337,303,-0.0006782468889510541
338,278,-0.2527880520942633
339,308,-0.06833943479858152
340,210,0.3494551811928015
341,276,-0.2610172454559629
342,305,-0.08877801401058835
343,306,-0.07167297651097981
344,308,-0.12617373467070997
345,301,-0.03626485555351179
346,306,-0.04385407368908063
347,309,-0.06805229849690309
348,244,-0.0707890390003583
349,209,0.3452201607298649
350,305,-0.04254495790717892
351,259,0.026828873817718993
352,308,-0.11832557156982926
353,276,0.025809701089803436
354,273,0.07692434080721303
