subset,thr_raw_selected_on_val,thr_resid_selected_on_val,real_mcc_raw,placebo_mean_raw,placebo_std_raw,p_value_raw_ge,real_mcc_resid,placebo_mean_resid,placebo_std_resid,p_value_resid_ge
land_all,0.9467085466771885,0.6073751111334873,-0.0010762888946205709,-0.0012664776230441115,0.009571570973687524,0.44776119402985076,0.09974703785449035,0.0010515709716878545,0.008562711074668801,0.004975124378109453
zone_1,0.9467085466771885,0.6073751111334873,0.0,0.0,0.0,1.0,-0.009843124261824371,0.00010578830452515022,0.01060484683812006,0.5074626865671642
zone_2,0.9467085466771885,0.6073751111334873,0.004520578402713679,-0.0013498266596411387,0.011195295528393379,0.4427860696517413,-0.00584027736061021,-0.00011295676631295937,0.011323455947755207,0.4975124378109453
